"","user_id","status_id"
"1","48340055","1195065665830424581"
"2","48340055","1194309983560765442"
"3","48340055","1194055876153397249"
"4","48340055","1194190889364729856"
"5","48340055","1193711670910242816"
"6","48340055","1193803523554791425"
"7","486084607","1194267730532282369"
"8","486084607","1194301551092916230"
"9","486084607","1194794001855131648"
"10","486084607","1193895262340689921"
"11","486084607","1194313828139458560"
"12","486084607","1193906934430261248"
"13","486084607","1194994249936384000"
"14","486084607","1194317598491643905"
"15","486084607","1195065422564999168"
"16","486084607","1193615561638531073"
"17","486084607","1193707269642436608"
"18","486084607","1194992914486747136"
"19","486084607","1193639597705748487"
"20","486084607","1194097723269627905"
"21","486084607","1194055027423432709"
"22","486084607","1194052822389706753"
"23","486084607","1193977871276158977"
"24","486084607","1193571367024771072"
"25","486084607","1194290374417760262"
"26","486084607","1194671569022402560"
"27","486084607","1194320085357346819"
"28","486084607","1193980486739267585"
"29","486084607","1194671501791973376"
"30","486084607","1194819772975898624"
"31","486084607","1193697126628384768"
"32","486084607","1194730511618449408"
"33","486084607","1194315894048149507"
"34","486084607","1194296276680138752"
"35","486084607","1193977953035657218"
"36","486084607","1194311406465748992"
"37","486084607","1194105853961539587"
"38","486084607","1194667029711802368"
"39","486084607","1193915131777994752"
"40","486084607","1194268574057193474"
"41","486084607","1194051084244918272"
"42","486084607","1194664741630828544"
"43","486084607","1194004792844210176"
"44","486084607","1194662467173015552"
"45","486084607","1193223487797833731"
"46","486084607","1194271211167064069"
"47","486084607","1193610999984787456"
"48","486084607","1194317559224516608"
"49","486084607","1194052750260215809"
"50","486084607","1193910499399876608"
"51","486084607","1193697870635044864"
"52","486084607","1194134985063780352"
"53","486084607","1194372496633532417"
"54","486084607","1193579680407998465"
"55","486084607","1193916478694793219"
"56","486084607","1194370828818944002"
"57","486084607","1193416265634926593"
"58","486084607","1194316254405898242"
"59","486084607","1195010580538675205"
"60","763111077290864640","1195065378394853379"
"61","1690545566","1193688426366812161"
"62","1690545566","1195063455226769410"
"63","115308684","1195062064139685888"
"64","115308684","1193921159303237632"
"65","115308684","1192834080297099265"
"66","115308684","1192945643586752512"
"67","115308684","1193566245578321927"
"68","115308684","1193595770676666368"
"69","115308684","1192495888746385410"
"70","115308684","1192950111887859712"
"71","115308684","1193315684564054016"
"72","115308684","1193281903404765184"
"73","115308684","1195061815652298753"
"74","115308684","1192834212350582788"
"75","115308684","1193156912457670658"
"76","115308684","1192074371051008000"
"77","115308684","1192834530270498816"
"78","115308684","1192836482349842432"
"79","115308684","1192497302369386502"
"80","115308684","1193236591982129152"
"81","115308684","1192412671662051329"
"82","115308684","1194429566170873856"
"83","115308684","1194608340229337088"
"84","115308684","1192493125006168065"
"85","115308684","1192828218614697984"
"86","115308684","1195062653217099776"
"87","115308684","1192499758859988992"
"88","115308684","1192808387379126272"
"89","115308684","1193313107524882434"
"90","115308684","1193586585943629824"
"91","115308684","1193311333476978689"
"92","115308684","1193228856590815234"
"93","115308684","1193187152215064576"
"94","115308684","1193595520436056065"
"95","115308684","1193154162722254854"
"96","115308684","1192494111212933123"
"97","115308684","1192937994862432256"
"98","115308684","1193192692739694592"
"99","115308684","1193584894246576128"
"100","115308684","1193191579860832256"
"101","115308684","1193313585780469760"
"102","115308684","1193278917966254085"
"103","115308684","1194384085583618048"
"104","115308684","1193516820415815681"
"105","115308684","1193538527067332608"
"106","115308684","1193515437276966913"
"107","115308684","1193737920815017986"
"108","115308684","1193515061219938305"
"109","115308684","1193585196752363520"
"110","115308684","1192832270471704586"
"111","115308684","1192112722609156096"
"112","115308684","1191922782893948933"
"113","115308684","1193892941884010496"
"114","115308684","1193279171176337413"
"115","115308684","1193514086782377985"
"116","115308684","1193513933463838720"
"117","115308684","1192498811798720514"
"118","115308684","1192806374444609537"
"119","115308684","1194751693029806080"
"120","115308684","1192600034191298562"
"121","115308684","1194148395738419201"
"122","115308684","1193514960808218624"
"123","115308684","1193232785353383936"
"124","115308684","1193316134705078272"
"125","115308684","1193158583447359489"
"126","115308684","1193230549583908865"
"127","115308684","1193589157077168128"
"128","115308684","1194745304291127296"
"129","115308684","1192074593437192193"
"130","115308684","1192950671739408385"
"131","115308684","1192806895268106241"
"132","115308684","1193515944708055040"
"133","115308684","1193154573785092096"
"134","115308684","1192946933695995904"
"135","115308684","1193893875762581504"
"136","115308684","1192833451218653185"
"137","115308684","1193558420051415042"
"138","115308684","1193186286963699718"
"139","115308684","1192832910526693376"
"140","115308684","1192066536359546882"
"141","115308684","1193279992890830850"
"142","115308684","1194754496150331392"
"143","115308684","1194250926372147200"
"144","115308684","1193518701586386944"
"145","115308684","1192415858708094977"
"146","115308684","1192834438922674177"
"147","115308684","1193161155688185856"
"148","115308684","1192068409430814720"
"149","115308684","1192495422989885440"
"150","115308684","1193639003871961095"
"151","115308684","1192076826715275265"
"152","115308684","1192066935409786880"
"153","115308684","1192935858799874048"
"154","115308684","1193514366915764224"
"155","115308684","1193542014274588673"
"156","115308684","1192073194833874945"
"157","115308684","1192933988266065920"
"158","115308684","1193186604816457729"
"159","115308684","1192415136864198658"
"160","115308684","1192601182033842180"
"161","115308684","1193517973681688577"
"162","115308684","1192068159228039168"
"163","115308684","1193159734158856192"
"164","115308684","1192495084174028802"
"165","115308684","1193517482541228032"
"166","115308684","1192414276339802112"
"167","115308684","1192076460149878785"
"168","115308684","1192601658775261184"
"169","115308684","1193564224779378688"
"170","115308684","1193537872260980737"
"171","115308684","1193193992260923393"
"172","115308684","1194755961220583425"
"173","115308684","1193200134991032320"
"174","115308684","1192598665845727233"
"175","115308684","1193619299212124170"
"176","115308684","1193192995203485696"
"177","115308684","1193588284863242240"
"178","115308684","1192948354470334466"
